id,name,address,city_id
541,London City Suites,42 46 Chiswell Street City of   EC1Y 4SB ,1
542,H tel Crayon Rouge by Elegancia,42 rue Croix des Petits Champs 1st arr 75001  ,2
543,Mercure Paris Opera Grands Boulevards,42 Rue Des Petites Ecuries 10th arr 75010  ,2
544,St George s Hotel Wembley,43 51 Wembley Hill Road Brent  HA9 8AU ,1
545,Hotel Le Saint Gregoire,43 Rue De l Abb Gr goire 6th arr 75006  ,2
546,Le Mathurin Hotel Spa,43 Rue des Mathurins 8th arr 75008  ,2
547,H tel Saint Paul Rive Gauche,43 rue Monsieur le Prince 6th arr 75006  ,2
548,The Justin James Hotel,43 Worple Road Wimbledon  SW19 4JZ ,1
549,Millennium Hotel London Mayfair,44 Grosvenor Square Westminster Borough  W1K 2HP ,1
550,H tel de Varenne,44 rue de Bourgogne 7th arr 75007  ,2
551,A La Villa Madame,44 Rue Madame 6th arr 75006  ,2
552,The Curtain,45 Curtain Road Hackney  EC2A 4PJ ,1
553,45 Park Lane Dorchester Collection,45 Park Lane Westminster Borough  W1K 1PN ,1
554,Grange Tower Bridge Hotel,45 Prescot Street City of   E1 8GP ,1
555,Le Tsuba Hotel,45 Rue des Acacias 17th arr 75017  ,2
556,St Martins Lane A Morgans Original,45 St Martin s Lane Westminster Borough  WC2N 4HX ,1
557,H tel Barri re Le Fouquet s,46 Avenue George V 8th arr 75008  ,2
558,Novotel London Blackfriars,46 Blackfriars Road Southwark  SE1 8NZ ,1
559,Hotel Villa Lafayette Paris IX,46 Rue De Tr vise 9th arr 75009  ,2
560,Canary Riverside Plaza Hotel,46 Westferry Circus Tower Hamlets  E14 8RS ,1
561,The Marylebone Hotel,47 Welbeck Street Westminster Borough  W1G 8DN ,1
562,L Empire Paris,48 Rue De L arbre Sec 1st arr 75001  ,2
563,The Zetter Townhouse Clerkenwell,49 50 St John s Square Islington  EC1V 4JJ ,1
564,The Whitechapel,49 53 New Road Tower Hamlets  E1 1HH ,1
565,Suites H tel Helzear Champs Elys es,49 Avenue Marceau 16th arr 75116  ,2
566,St George Hotel,49 Gloucester Place Marble Arch Westminster Borough  W1U 8JE ,1
567,Best Western Premier Op ra Faubourg Ex Hotel Jules ,49 Rue La Fayette 9th arr 75009  ,2
568,Pershing Hall,49 rue Pierre Charron 8th arr 75008  ,2
569,The Premier Notting Hill,5 7 Princes Square Kensington and Chelsea  W2 4NP ,1
570,H tel Pont Royal,5 7 Rue De Montalembert 7th arr 75007  ,2
571,Le G n ral H tel,5 7 rue Rampon 11th arr 75011  ,2
572,H tel Th r se,5 7 Rue Th r se 1st arr 75001  ,2
573,Best Western Premier Trocadero La Tour,5 bis rue Massenet 16th arr 75016  ,2
574,Holiday Inn London Whitechapel,5 Cavell Street Tower Hamlets  E1 2BP ,1
575,Washington Mayfair Hotel,5 Curzon St Westminster Borough  W1J 5HL ,1
576,Radisson Blu Edwardian New Providence Wharf,5 Fairmont Avenue Canary Wharf Tower Hamlets  E14 9JB ,1
577,Hilton London Tower Bridge,5 More  Place Tooley Street Southwark  SE1 2BY ,1
578,Novotel London Wembley,5 Olympic Way Wembley Brent  HA9 0NP ,1
579,Le Relais M dicis,5 place de l Od on 6th arr 75006  ,2
580,Les Jardins De La Villa Spa,5 Rue Belidor 17th arr 75017  ,2
581,Warwick Paris Former Warwick Champs Elysees ,5 rue de Berri 8th arr 75008  ,2
582,Park Hyatt Paris Vendome,5 rue de la Paix 2nd arr 75002  ,2
583,My Home In Paris,5 Rue De Malte 11th arr 75011  ,2
584,Mercure Paris Op ra Faubourg Montmartre,5 Rue de Montyon 9th arr 75009  ,2
585,Best Western Plus Elys e Secret,5 rue de Ponthieu 8th arr 75008  ,2
586,Villa Beaumarchais,5 rue des Arquebusiers 3rd arr 75003  ,2
587,H tel Mansart Esprit de France,5 rue des Capucines 1st arr 75001  ,2
588,Holiday Inn Paris Gare de l Est,5 rue du 8 Mai 1945 10th arr 75010  ,2
589,Le Cinq Codet,5 rue Louis Codet 7th arr 75007  ,2
590,La Maison Favart,5 Rue Marivaux 2nd arr 75002  ,2
591,Le Pradey,5 Rue Saint Roch 1st arr 75001  ,2
592,Threadneedles Autograph Collection,5 Threadneedle Street City of   EC2R 8AY ,1
593,Sanderson A Morgans Hotel,50 Berners Street Westminster Borough  W1T 3NG ,1
594,The Arch London,50 Great Cumberland Place Westminster Borough  W1H 7FD ,1
595,Commodore Hotel,50 Lancaster Gate Westminster Borough  W2 3NA ,1
596,Golden Tulip Washington Opera,50 rue de Richelieu 1st arr 75001  ,2
597,Residence Henri IV,50 rue des Bernardins 5th arr 75005  ,2
598,Hotel du Collectionneur Arc de Triomphe,51 57 rue de Courcelles 8th arr 75008  ,2
599,The Westbourne Hyde Park,51 Gloucester Terrace Westminster Borough  W2 3DQ ,1
600,Hotel Le Mareuil,51 Rue de Malte 11th arr 75011  ,2
601,Mercure Paris Champs Elys es,51 Rue Lauriston 16th arr 75016  ,2
602,Best Western Le 18 Paris,51 rue Letort 18th arr 75018  ,2
603,The Lodge Hotel Putney,52 54 Upper Richmond Road Wandsworth  SW15 2RN ,1
604,Shaftesbury Hyde Park International,52 56 Inverness Terrace Westminster Borough  W2 3LB ,1
605,The Montcalm At Brewery London City,52 Chiswell Street City of   EC1Y 4SD ,1
606,H tel Powers,52 rue Francois 1er 8th arr 75008  ,2
607,Villa Lut ce Port Royal,52 rue Jenner 13th arr 75013  ,2
608,Oceania Paris Porte De Versailles,52 Rue Oradour sur Glane 15th arr 75015  ,2
609,BEST WESTERN Maitrise Hotel Maida Vale,53 59 Kilburn High Road Maida Vale  Camden  NW6 5SB ,1
610,Novotel London City South,53 61 Southwark Bridge Road Southwark  SE1 9HH ,1
611,The Dorchester Dorchester Collection,53 Park Lane Westminster Borough  W1K 1QA ,1
612,Mercure Paris Bastille Marais,53 Rue Richard Lenoir 11th arr 75011  ,2
613,Hilton London Angel Islington,53 Upper Street Islington  N1 0UY ,1
614,Fifty Four Boutique Hotel,54 Queens Gate Kensington and Chelsea  SW7 5JW ,1
615,Chateau Frontenac,54 rue Pierre Charron 8th arr 75008  ,2
616,H tel Du Jeu De Paume,54 Rue Saint Louis En L Ile 4th arr 75004  ,2
617,The Sumner Hotel,54 Upper Berkeley Street Westminster Borough  W1H 7QR ,1
618,W12 Rooms,54 Uxbridge Road Shepherds Bush Hammersmith and Fulham  W12 8LP ,1
619,Renaissance Paris Le Parc Trocadero Hotel,55 57 Avenue Raymond Poincare 16th arr 75016  ,2
620,Shaftesbury Premier London Paddington,55 61 Westbourne Terrace Westminster Borough  W2 3UY ,1
621,Hotel Carlton s Montmartre,55 Bld Rochechouart 9th arr 75009  ,2
622,Hotel Monge,55 rue Monge 5th arr 75005  ,2
623,Mimi s Hotel Soho,56 57 Frith Street Westminster Borough  W1D 3JG ,1
624,Victoires Opera,56 rue de Montorgueil 2nd arr 75002  ,2
625,Holiday Inn London Oxford Circus,57 59 Welbeck Street Westminster Borough  W1G 9BL ,1
626,Dorsett Shepherds Bush,58 Shepherds Bush Green Hammersmith and Fulham  W12 8QE ,1
627,New Linden Hotel,59 Leinster Square Kensington and Chelsea  W2 4PS ,1
628,Le Burgundy Paris,6 8 Rue Duphot 1st arr 75001  ,2
629,Hotel Sezz Paris,6 Avenue Fr miet 16th arr 75016  ,2
630,Hotel Montaigne,6 Avenue Montaigne 8th arr 75008  ,2
631,Hotel Royal Elys es,6 Avenue Victor Hugo 16th arr 75116  ,2
632,Mercure Paris Bercy Biblioth que,6 Boulevard Vincent Auriol 13th arr 75013  ,2
633,Hazlitt s,6 Frith Street Soho Westminster Borough  W1D 3JA ,1
634,Park Plaza London Waterloo,6 Hercules Road Lambeth  SE1 7DP ,1
635,citizenM London Shoreditch,6 Holywell Lane Hackney  EC2A 3ET ,1
636,H tel Balzac,6 rue Balzac 8th arr 75008  ,2
637,Victoria Palace Hotel,6 Rue Blaise Desgoffe 6th arr 75006  ,2
638,Hotel Eug ne en Ville,6 rue Buffault 9th arr 75009  ,2
639,Newhotel Roblin,6 rue Chauveau Lagarde 8th arr 75008  ,2
640,Le Relais Montmartre,6 Rue Constance 18th arr 75018  ,2
641,Amarante Beau Manoir,6 Rue de l Arcade 8th arr 75008  ,2
642,Hotel Maison FL,6 Rue De La Tour 16th arr 75016  ,2
643,Balmoral Champs Elys es,6 rue du General Lanrezac 17th arr 75017  ,2
644,The Chess Hotel,6 rue du Helder 9th arr 75009  ,2
645,AC Hotel Paris Porte Maillot by Marriott,6 rue Gustave Charpentier 17th arr 75017  ,2
646,B Montmartre,6 Rue Lecluse 17th arr 75017  ,2
647,H tel Regent s Garden,6 Rue Pierre Demours 17th arr 75017  ,2
648,Mercure Paris 15 Porte de Versailles,6 Rue Saint Lambert 15th arr 75015  ,2
649,Hotel Le Placide Saint Germain Des Pr s,6 Rue Saint Placide 6th arr 75006  ,2
650,Hotel VIU Milan,6 Via Aristotile Fioravanti Garibaldi Station 20154  ,3
651,Sofitel London St James,6 Waterloo Place Westminster Borough  SW1Y 4AN ,1
652,Baglioni Hotel London The Leading Hotels of the World,60 Hyde Park gate Kensington and Chelsea  SW7 5BB ,1
653,DoubleTree by Hilton London Islington,60 Pentonville Road Islington  N1 9LA ,1
654,Nell Hotel Suites,60 rue Richer 9th arr 75009  ,2
655,Rydges Kensington Hotel,61 Gloucester Road Kensington and Chelsea  SW7 4PE ,1
656,Club Quarters Hotel Lincoln s Inn Fields,61 Lincoln s Inn Fields Camden  WC2A 3JW ,1
657,Novotel Paris Centre Tour Eiffel,61 Quai De Grenelle 15th arr 75015  ,2
658,Best Western Plus 61 Paris Nation Hotel,61 rue de la Voute 12th arr 75012  ,2
659,Hotel Monsieur,62 Rue Des Mathurins 8th arr 75008  ,2
660,Hotel Saint Dominique,62 Rue Saint Dominique 7th arr 75007  ,2
661,Clayton Hotel Chiswick,626 Chiswick High St Chiswick  W4 5RY ,1
662,Park Plaza London Park Royal,628 Western Avenue  W3 0TA ,1
663,Hotel Malte Astotel,63 rue de Richelieu 2nd arr 75002  ,2
664,Best Western Palm Hotel,64 76 Hendon Way  NW2 2NL ,1
665,InterContinental Paris Avenue Marceau,64 Avenue Marceau 8th arr 75008  ,2
666,Mercure Tour Eiffel Grenelle,64 Boulevard de Grenelle 15th arr 75015  ,2
667,Mercure Paris Bastille Saint Antoine,64 Rue Crozatier 12th arr 75012  ,2
668,Boutique H tel Konfidentiel,64 Rue de l Arbre Sec 1st arr 75001  ,2
669,The Piccadilly London West End,65 73 Shaftesbury Avenue Westminster Borough  W1D 6EX ,1
670,R Kipling by Happyculture,65 rue Blanche 9th arr 75009  ,2
671,Hotel Des Saints Peres Esprit de France,65 rue des Saints P res 6th arr 75006  ,2
672,Best Western Hotel Montmartre Sacr Coeur,66 Boulevard Barb s 18th arr 75018  ,2
673,Kingsway Hall Hotel,66 Great Queen Street Covent Garden Camden  WC2B 5BX ,1
674,Mandarin Oriental Hyde Park London,66 Knightsbridge Westminster Borough  SW1X 7LA ,1
675,H tel Jos phine by Happyculture,67 rue Blanche 9th arr 75009  ,2
676,Radisson Blu Edwardian Vanderbilt,68 86 Cromwell Road Kensington Kensington and Chelsea  SW7 5BT ,1
677,Hotel Le Chat Noir,68 Boulevard De Clichy 18th arr 75018  ,2
678,Hotel Cafe Royal,68 Regent Street West End Mayfair Westminster Borough  W1B 4DY ,1
679,Mercure Vaugirard Paris Porte De Versailles,69 Boulevard Victor 15th arr 75015  ,2
680,Grange Rochester Hotel,69 Vincent Square Westminster Borough  SW1P 2PA ,1
681,Gainsborough Hotel,7 11 Queensberry Place Kensington and Chelsea  SW7 2DL ,1
682,H tel Bel Ami,7 11 Rue Saint Benoit 6th arr 75006  ,2
683,St James Hotel Club Mayfair,7 8 Park Place Westminster Borough  SW1A 1LP ,1
684,Apex London Wall Hotel,7 9 Copthall Avenue City of   EC2R 7NJ ,1
685,Seraphine Kensington Gardens Hotel,7 9 High Street Kensington Kensington and Chelsea  W8 5NP ,1
686,Hotel de Nell,7 9 rue du Conservatoire 9th arr 75009  ,2
687,9Hotel Republique,7 9 Rue Pierre Chausson 10th arr 75010  ,2
688,Goralska R sidences H tel Paris Bastille,7 Boulevard Bourdon 4th arr 75004  ,2
689,Club Quarters Hotel Gracechurch,7 Gracechurch Street City of   EC3V 0DR ,1
690,Grange Blooms Hotel,7 Montague Street Bloomsbury Camden  WC1B 5BP ,1
691,DoubleTree by Hilton Hotel London Tower of London,7 Pepys Street City of   EC3N 4AF ,1
692,H tel Baume,7 rue Casimir Delavigne 6th arr 75006  ,2
693,Hotel West End,7 rue Cl ment Marot 8th arr 75008  ,2
694,Arioso,7 rue d Argenson 8th arr 75008  ,2
695,H tel Lancaster Paris Champs Elys es,7 rue de Berri 8th arr 75008  ,2
696,Melia Paris Notre Dame,7 Rue De L h tel Colbert 5th arr 75005  ,2
697,Hotel Mademoiselle,7 Rue des Petits H tels 10th arr 75010  ,2
698,Hotel Les Bains Paris,7 Rue Du Bourg L abb 3rd arr 75003  ,2
699,Hotel Ares Eiffel,7 rue du G n ral de Larminat 15th arr 75015  ,2
700,Francois 1er,7 Rue Magellan 8th arr 75008  ,2
701,H tel Montmartre Mon Amour,7 Rue Paul Albert 18th arr 75018  ,2
702,Hotel Monceau Wagram,7 Rue Rennequin 17th arr 75017  ,2
703,Novotel London Excel,7 Western Gateway Royal Victoria Dock Newham  E16 1AA ,1
704,Paris Marriott Champs Elysees Hotel,70 avenue des Champs Elysees 8th arr 75008  ,2
705,Mercure London Bridge,71 79 Southwark Street Southwark  SE1 0JA ,1
706,H tel Exquis by Elegancia,71 Rue de Charonne 11th arr 75011  ,2
707,Grange Wellington Hotel,71 Vincent Square Westminster Borough  SW1P 2PA ,1
708,Les Jardins Du Marais,74 rue Amelot 11th arr 75011  ,2
709,Hotel Cavendish,75 Gower Street Camden  WC1E 6HJ ,1
710,Park Grand London Hyde Park,78 82 Westbourne Terrace Westminster Borough  W2 6QA ,1
711,Shaftesbury Metropolis London Hyde Park,78 84 Sussex Gardens Westminster Borough  W2 1UH ,1
712,Radisson Blu Champs Elys es Paris,78 Bis Avenue Marceau 8th arr 75008  ,2
713,Hotel Eiffel Blomet,78 Rue Blomet 15th arr 75015  ,2
714,Holiday Inn Paris Gare Montparnasse,79 81 avenue du Maine 14th arr 75014  ,2
715,H tel Thoumieux,79 rue Saint Dominique 7th arr 75007  ,2
716,The Exhibitionist Hotel,8 10 Queensberry Place Kensington and Chelsea  SW7 2EA ,1
717,Auteuil Tour Eiffel,8 10 Rue F licien David 16th arr 75016  ,2
718,Ten Manchester Street Hotel,8 12 Manchester Street Westminster Borough  W1U 4DG ,1
719,Mercure London Hyde Park,8 14 Talbot Sq Paddington Westminster Borough  W2 1TS ,1
720,London Bridge Hotel,8 18  Bridge St Southwark  SE1 9SG ,1
721,Derby Alma,8 Avenue Rapp 7th arr 75007  ,2
722,The Beaumont Hotel,8 Balderton Street Brown Hart Gardens Westminster Borough  W1K 6TF ,1
723,Mercure Paris Gobelins Place d Italie,8 bis Avenue de la Soeur Rosalie 13th arr 75013  ,2
724,H tel Original Paris,8 Boulevard Beaumarchais 11th arr 75011  ,2
725,Club Quarters Hotel Trafalgar Square,8 Northumberland Avenue Westminster Borough  WC2N 5BY ,1
726,The Grand at Trafalgar Square,8 Northumberland Avenue Westminster Borough  WC2N 5BY ,1
727,The Laslett,8 Pembridge Garden Kensington and Chelsea  W2 4DU ,1
728,Novotel Paris Les Halles,8 Place Marguerite de Navarre 1st arr 75001  ,2
729,Melia Paris Vendome,8 Rue Cambon 1st arr 75001  ,2
730,Chambiges Elys es,8 rue Chambiges 8th arr 75008  ,2
731,MARQUIS Faubourg St Honor Relais Ch teaux,8 rue d Anjou 8th arr 75008  ,2
732,H tel Le Bellechasse Saint Germain,8 Rue De Bellechasse 7th arr 75007  ,2
733,Hotel Verneuil Saint Germain,8 rue de Verneuil 7th arr 75007  ,2
734,Hotel Daniel Paris,8 rue Fr d ric Bastiat 8th arr 75008  ,2
735,Residence Du Roy,8 Rue Francois 1Er 8th arr 75008  ,2
736,La Maison Champs Elys es,8 Rue Jean Goujon 8th arr 75008  ,2
737,H tel Arvor Saint Georges,8 rue Laferriere 9th arr 75009  ,2
738,The Belgrave Hotel,80 86 Belgrave Road Westminster Borough  SW1V 2BJ ,1
739,TheWesley,81 103 Euston Street Camden  NW1 2EZ ,1
740,Le M ridien Etoile,81 boulevard Gouvion Saint Cyr 17th arr 75017  ,2
741,The Hoxton Shoreditch,81 Great Eastern Street Islington  EC2A 3HU ,1
742,The Cavendish London,81 Jermyn Street Westminster Borough  SW1Y 6JF ,1
743,Avo Hotel,82 Dalston Lane Hackney  E8 3AH ,1
744,Hotel 82 London,82 Gloucester Place Westminster Borough  W1U 6HN ,1
745,La Clef Tour Eiffel,83 avenue Kl ber 16th arr 75016  ,2
746,Best Western Plus Seraphine Hammersmith Hotel,84 King Street Hammersmith and Fulham  W6 0QW ,1
747,La Chambre du Marais,85 87 RUE DES ARCHIVES 3rd arr 75003  ,2
748,Novotel Paris Centre Bercy,85 Rue De Bercy 12th arr 75012  ,2
749,The Zetter Hotel,86 88 Clerkenwell Road Islington  EC1M 5RJ ,1
750,Grosvenor House Suites by Jumeirah Living,86 Park Lane Westminster Borough  W1K 7TN ,1
751,Hotel OFF Paris Seine,86 Quai D Austerlitz 13th arr 75013  ,2
752,Snob Hotel by Elegancia,86 Rue Saint Denis 1st arr 75001  ,2
753,Sofitel Paris Baltimore Tour Eiffel,88 Bis Avenue Kl ber 16th arr 75016  ,2
754,88 Studios,88 Holland Road Kensington and Chelsea  W14 8BN ,1
755,Adria Boutique Hotel,88 Queens Gate Kensington and Chelsea  SW7 5AB ,1
756,Best Western Premier Faubourg 88,88 rue du Faubourg Poissoni re 10th arr 75010  ,2
757,Hotel De Vigny,9 11 rue Balzac 8th arr 75008  ,2
758,Sydney House Chelsea,9 11 Sydney Street Kensington and Chelsea  SW3 6PU ,1
759,Radisson Blu Edwardian Bloomsbury Street,9 13 Bloomsbury Street Nr Covent Garden Camden  WC1B 3QD ,1
760,H tel Le Relais Saint Germain,9 Carrefour de l Od on 6th arr 75006  ,2
761,Hotel Moonlight,9 Knaresborough Place Kensington and Chelsea  SW5 0TP ,1
762,Villa Alessandra,9 Place Boulnois 17th arr 75017  ,2
763,Ibis Styles Paris Gare Saint Lazare,9 Rue de Constantinople 8th arr 75008  ,2
764,Golden Tulip Opera de Noailles,9 rue de la Michodi re 2nd arr 75002  ,2
765,Best Western Premier Op ra Li ge,9 Rue De Li ge 9th arr 75009  ,2
766,H tel Cristal Champs Elys es,9 Rue de Washington 8th arr 75008  ,2
767,Best Western Le Jardin de Cluny,9 Rue du Sommerard 5th arr 75005  ,2
768,Le Pigalle Hotel,9 rue frochot 9th arr 75009  ,2
769,Relais H tel du Vieux Paris,9 rue Git le Coeur 6th arr 75006  ,2
770,Victoire Germain,9 rue Gr goire de Tours 6th arr 75006  ,2
771,Le Littr ,9 Rue Littr 6th arr 75006  ,2
772,Hotel Le Sainte Beuve,9 Rue Sainte Beuve 6th arr 75006  ,2
773,Hotel Villa Saxe Eiffel,9 Villa de Saxe 7th arr 75007  ,2
774,Thistle Hyde Park,90 92 Lancaster Gate Westminster Borough  W2 3NR ,1
775,Holiday Inn Paris Saint Germain des Pr s,92 rue de Vaugirard 6th arr 75006  ,2
776,Hotel Spa La Belle Juliette,92 Rue Du Cherche Midi 6th arr 75006  ,2
777,Rochester Champs Elysees,92 Rue La Boetie 8th arr 75008  ,2
778,DoubleTree by Hilton London West End,92 Southampton Row Camden  WC1B 4BH ,1
779,Hotel d Orsay Esprit de France,93 Rue de Lille 7th arr 75007  ,2
780,Mercure Paris Opera Louvre,95 Rue de Richelieu 2nd arr 75002  ,2
781,La Villa des Ternes,97 avenue des Ternes 17th arr 75017  ,2
782,Holiday Inn London Kensington Forum,97 Cromwell Road Kensington and Chelsea  SW7 4DN ,1
783,Radisson Blu Edwardian Kenilworth,97 Great Russell Street Bloomsbury Camden  WC1B 3LB ,1
784,H tel Monna Lisa Champs Elys es,97 rue La Bo tie 8th arr 75008  ,2
785,H tel Waldorf Trocad ro,97 rue Lauriston 16th arr 75016  ,2
786,Best Western Amiral Hotel,98 Avenue d Italie 13th arr 75013  ,2
787,Hotel Les Th tres,98 Rue De Clery 2nd arr 75002  ,2
788,Mercure Paris 17 me Saint Lazare Monceau,99 Bis Rue De Rome 17th arr 75017  ,2
789,Melia White House Hotel,Albany Street  NW1 3UP ,1
790,Sir Albert Hotel,Albert Cuypstraat 2 6 Oud Zuid 1072 CT  ,4
791,The Waldorf Hilton,Aldwych Westminster Borough  WC2B 4DD ,1
792,Corendon Vitality Hotel Amsterdam,Aletta Jacobslaan 7 Slotervaart 1066 BP  ,4
793,Hotel Bellevue Wien,Althanstra e 5 09 Alsergrund 1090  ,6
794,Maison Borella,Alzaia Naviglio Grande 8 Navigli 20144  ,3
795,Hotel Am Konzerthaus Vienna MGallery by Sofitel,Am Heumarkt 35 37 03 Landstra e 1030  ,6
796,Park Hyatt Vienna,Am Hof 2 01 Innere Stadt 1010  ,6
797,Hilton Vienna,Am Stadtpark 1 03 Landstra e 1030  ,6
798,Catalonia Port,Ample 1 Pla a Duc de Medinaceli Ciutat Vella 08002  ,5
799,Hampshire Hotel Rembrandt Square Amsterdam,Amstelstraat 17  City Center 1017 DA  ,4
800,Eurostars Angli,Angli 60 Sarri St Gervasi 08017  ,5
801,Pillows Anna van den Vondel Amsterdam,Anna van den Vondelstraat 6 Oud West 1054 GZ  ,4
802,Schlosshotel R mischer Kaiser,Annagasse 16 01 Innere Stadt 1010  ,6
803,Hotel Mailberger Hof,Annagasse 7 01 Innere Stadt 1010  ,6
804,Best Western Delphi Hotel,Apollolaan 101 105 Oud Zuid 1077 AN  ,4
805,Apollofirst Boutique Hotel,Apollolaan 123 125 Oud Zuid 1077 AP  ,4
806,Hilton Amsterdam,Apollolaan 138 Oud Zuid 1077 BG  ,4
807,Apollo Hotel Amsterdam,Apollolaan 2 Oud Zuid 1077 BA  ,4
808,Catalonia Catedral,Arcs 10 Ciutat Vella 08002  ,5
809,Element Amsterdam,Arend Janszoon Ernststraat 577 Zuideramstel 1082 LD  ,4
810,Axel Hotel Barcelona Urban Spa Adults Only,Aribau 33 Eixample 08011  ,5
811,Cram,Aribau 54 Eixample 08011  ,5
812,Urban Lodge Hotel,Arlandaweg 10 Westpoort 1043 EW  ,4
813,Novotel Wien City,Aspernbr ckengasse 1 02 Leopoldstadt 1020  ,6
814,The Levante Parliament A Design Hotel,Auerspergstra e 9 08 Josefstadt 1080  ,6
815,Room Mate Gerard,Ausi s Marc 34 Eixample 08010  ,5
816,H10 Marina Barcelona,Avenida Bogatell 64 68 Sant Mart 08005  ,5
817,Barcelona Princess,Avenida Diagonal 1 Sant Mart 08019  ,5
818,Novotel Barcelona City,Avenida Diagonal 201 Sant Mart 08018  ,5
819,The Gates Diagonal Barcelona,Avenida Diagonal 205 Sant Mart 08018  ,5
820,AC Hotel Diagonal L Illa a Marriott Lifestyle Hotel,Avenida Diagonal 555 Les Corts 08029  ,5
821,Wilson Boutique Hotel,Avenida Diagonal 568 Sarri St Gervasi 08021  ,5
822,NH Hesperia Barcelona Presidente,Avenida Diagonal 570 Sarri St Gervasi 08021  ,5
823,Hilton Barcelona,Avenida Diagonal 589 591 Les Corts 08014  ,5
824,Vincci Mae,Avenida Diagonal 596 Sarri St Gervasi 08021  ,5
825,Fairmont Rey Juan Carlos I,Avenida Diagonal 661 671 Les Corts 08028  ,5
826,Pullman Barcelona Skipper,Avenida Litoral 10 Ciutat Vella 08005  ,5
827,Hotel Ciutadella Barcelona,Avenida Marqu s de l Argentera 4 Ciutat Vella 08003  ,5
828,Catalonia Atenas,Avenida Meridiana 151 Sant Mart 08026  ,5
829,Tryp Barcelona Apolo Hotel,Avenida Paralelo 57 59 Sants Montju c 08004  ,5
830,Sansi Pedralbes,Avenida Pearson 1 3 Les Corts 08034  ,5
831,Crowne Plaza Barcelona Fira Center,Avenida Rius y Taulet 1 3 Sants Montju c 08004  ,5
832,Gran Hotel Torre Catalunya,Avenida Roma 2 4 Sants Montju c 08014  ,5
833,H10 Itaca,Avenida Roma 22 30 Eixample 08015  ,5
834,Hotel Abbot,Avenida Roma 23 Eixample 08029  ,5
835,Sercotel Amister Art Hotel Barcelona,Avenida Roma 93 95 Eixample 08029  ,5
836,Melia Barcelona Sarri ,Avenida Sarri 50 Les Corts 08029  ,5
837,ABaC Restaurant Hotel Barcelona GL Monumento,Avenida Tibidabo 1 Sarri St Gervasi 08022  ,5
838,Col n Hotel Barcelona,Avinguda Catedral 7 Ciutat Vella 08002  ,5
839,Hotel SB Icaria Barcelona,Avinguda Icaria 195 Sant Mart 08005  ,5
840,Hotel Barcelona Universal,Avinguda Paral lel 76 78 Ciutat Vella 08001  ,5
841,Aparthotel Arai 4 Superior,Avinyo 30 Ciutat Vella 08002  ,5
842,NH Collection Barcelona Podium,Bail n 4 6 Eixample 08010  ,5
843,Hotel Ronda Lesseps,Ballester 77 81 Gr cia 08023  ,5
844,Hotel Barcelona Center,Balmes 103 105 Eixample 08008  ,5
845,Olivia Balmes Hotel,Balmes 117 Eixample 08008  ,5
846,Catalonia Diagonal Centro,Balmes 142 146 Eixample 08008  ,5
847,The Capital,Basil Street Knightsbridge Kensington and Chelsea  SW3 1AT ,1
848,Vienna Sporthotel,Baumgasse 83 03 Landstra e 1030  ,6
849,Megaro Hotel,Belgrove Street Camden  WC1H 8AB ,1
850,Hotel De Hallen,Bellamyplein 47 Oud West 1053 AT  ,4
851,AC Hotel Victoria Suites a Marriott Lifestyle Hotel,Beltran i R zpide 7 9 Les Corts 08034  ,5
852,Catalonia Plaza Catalunya,Bergara 11 Eixample 08002  ,5
853,Hotel Regina,Bergara 2 4 Eixample 08002  ,5
854,Hotel Pulitzer,Bergara 8 Eixample 08002  ,5
855,Hotel Alimara,Berruguete 126 Horta Guinard 08035  ,5
856,Thistle Holborn The Kingsley,Bloomsbury Way Camden  WC1A 2SD ,1
857,Hotel Boltzmann,Boltzmanngasse 8 09 Alsergrund 1090  ,6
858,The Westbury A Luxury Collection Hotel Mayfair London,Bond Street Mayfair Westminster Borough  W1S 2YF ,1
859,Petit Palace Boqueria Garden,Boquer a 10 Ciutat Vella 08002  ,5
860,Mercer House B ria BCN,Boria 24 26 Ciutat Vella 08003  ,5
861,Hotel ViennArt am Museumsquartier,Breite Gasse 9 07 Neubau 1070  ,6
862,Crowne Plaza London Battersea,Bridges Court Road Battersea  SW11 3BE ,1
863,Amba Hotel Marble Arch,Bryanston Street Marble Arch Westminster Borough  W1H 7EH ,1
864,Taj 51 Buckingham Gate Suites and Residences,Buckingham Gate Westminster Borough  SW1E 6AF ,1
865,Hotel Sans Souci Wien,Burggasse 2 07 Neubau 1070  ,6
866,Catalonia La Pedrera,C rcega 368 Eixample 08037  ,5
867,Ohla Eixample,C rsega 289 Eixample 08008  ,5
868,Jumeirah Carlton Tower,Cadogan Place Kensington and Chelsea  SW1X 9PY ,1
869,Hotel Villa Emilia,Calabria 115 117 Eixample 08015  ,5
870,TWO Hotel Barcelona by Axel 4 Sup Adults Only,Calabria 90 92 Eixample 08015  ,5
871,Hotel Best Western PLUS Alfa Aeropuerto,Calle K s n Entrada principal Mercabarna Sants Montju c 08040  ,5
872,AC Hotel Irla a Marriott Lifestyle Hotel,Calvet 40 42 Sarri St Gervasi 08021  ,5
873,Hotel Barcelona Catedral,Capellans 4 Ciutat Vella 08002  ,5
874,Arenas Atiram Hotels,Capitan Arenas 20 Les Corts 08034  ,5
875,Holiday Inn London Regent s Park,Carburton Street Westminster Borough  W1W 5EE ,1
