id,name,address,city_id
876,Senator Barcelona Spa Hotel,Cardenal Reig 11 Les Corts 08028  ,5
877,Thistle Euston,Cardington Street Euston Camden  NW1 2LP ,1
878,The Connaught,Carlos Place Westminster Borough  W1K 2AL ,1
879,Room Mate Anna,Carrer de Arag 271 Eixample 08007  ,5
880,Gran Hotel La Florida,Carretera Vallvidrera Tibidabo 83 93 Horta Guinard 08035  ,5
881,Ayre Hotel Caspe,Caspe 103 Eixample 08013  ,5
882,Doubletree By Hilton London Greenwich,Catherine Grove Greenwich Greenwich  SE10 8BB ,1
883,Chasse Hotel,Chassestraat 62 64 De Baarsjes 1057 JJ  ,4
884,The Chelsea Harbour Hotel,Chelsea Harbour Hammersmith and Fulham  SW10 0XG ,1
885,Palais Coburg Residenz,Coburgbastei 4 01 Innere Stadt 1010  ,6
886,Zenit Borrell,Comte Borrell 208 Eixample 08029  ,5
887,U232 Hotel,Comte d Urgell 232 Eixample 08036  ,5
888,Eurostars Monumental,Consell de Cent 498 500 Eixample 08013  ,5
889,Pestana Arena Barcelona,Consell de Cent 51 53 Sants Montju c 08014  ,5
890,Grange City Hotel,Coopers Row City of   EC3N 2BQ ,1
891,Holiday Inn London Bloomsbury,Coram Street Camden  WC1N 1HT ,1
892,The Mirror Barcelona,Corcega 255 Eixample 08036  ,5
893,Worldhotel Cristoforo Colombo,Corso Buenos Aires 3  City Center 20124  ,3
894,IH Hotels Milano Puccini,Corso Buenos Aires 33 Central Station 20124  ,3
895,Best Western Hotel City,Corso Buenos Aires 42 5 Central Station 20124  ,3
896,Ch teau Monfort Relais Ch teaux,Corso Concordia 1  City Center 20129  ,3
897,Palazzo Parigi Hotel Grand Spa Milano,Corso Di Porta Nuova 1  City Center 20121  ,3
898,Hotel Lloyd,Corso di Porta Romana 48  City Center 20122  ,3
899,Hotel Romana Residence,Corso di Porta Romana 64  City Center 20122  ,3
900,Hotel Crivi s,Corso di Porta Vigentina 46  City Center 20122  ,3
901,Hotel Galileo,Corso Europa 9  City Center 20122  ,3
902,Carlyle Brera Hotel,Corso Garibaldi 84  City Center 20121  ,3
903,Boscolo Milano Autograph Collection,Corso Giacomo Matteotti 4 6  City Center 20121  ,3
904,Mokinba Hotels King,Corso Magenta 19  City Center 20123  ,3
905,Qualys Hotel Nasco,Corso Sempione 69 Fiera o City 20149  ,3
906,Enterprise Hotel Design Boutique,Corso Sempione 91 Fiera o City 20149  ,3
907,Tryp Barcelona Condal Mar Hotel,Crist bal de Moura 138 Sant Mart 08019  ,5
908,NH Collection Barcelona Constanza,D u i Mata 66 99 Les Corts 08029  ,5
909,NH Collection Amsterdam Grand Hotel Krasnapolsky,Dam 9  City Center 1012 JS  ,4
910,Park Plaza Victoria Amsterdam,Damrak 1 5  City Center 1012 LG  ,4
911,Hotel Amsterdam De Roode Leeuw,Damrak 93 94  City Center 1012 LP  ,4
912,Swiss tel Amsterdam,Damrak 96  City Center 1012 LP  ,4
913,City Rooms,Daungasse 1 6 7 08 Josefstadt 1080  ,6
914,Holiday Inn Amsterdam,De Boelelaan 2 Zuideramstel 1083 HJ  ,4
915,Jaz Amsterdam,De Passage 90 Noord Holland Zuidoost 1101 AX  ,4
916,Best Western Premier Hotel Couture,Delflandlaan 15 Slotervaart 1062 EA  ,4
917,Mercer Hotel Barcelona,Dels Lledo 7 Ciutat Vella 08003  ,5
918,Mercure Vienna First,Desider Friedmann Platz 2 01 Innere Stadt 1010  ,6
919,Melia Barcelona Sky 4 Sup,Diagonal Pere IV 272 Sant Mart 08005  ,5
920,Bilderberg Garden Hotel,Dijsselhofplantsoen 7 Oud Zuid 1077 BJ  ,4
921,Ako Suites Hotel,Diputaci 195 Eixample 08011  ,5
922,Eurostars Cristal Palace,Diputaci 257 Eixample 08007  ,5
923,HCC St Moritz,Diputaci 262 264 Eixample 08007  ,5
924,Petit Palace Museum,Diputacion 250 Eixample 08007  ,5
925,NH Amsterdam Noord,Distelkade 21  Noord 1031 XP  ,4
926,Primero Primera,Doctor Carulla 25 Sarri St Gervasi 08017  ,5
927,Hotel 4 Barcelona,Doctor Trueta 164 Sant Mart 08005  ,5
928,Melia Vienna,Donau City Stra e 7 22 Donaustadt 1220  ,6
929,Graben Hotel,Dorotheergasse 3 01 Innere Stadt 1010  ,6
930,Medinaceli,Duc De Medinaceli 8 Ciutat Vella 08002  ,5
931,Grand Hotel Downtown,Eerste Constantijn Huygensstraat 10A Oud West 1054 BR  ,4
932,Amadi Park Hotel,Eerste Constantijn huygensstraat 26G Oud West 1054 BR  ,4
933,Hotel Casa Camper,Elisabets 11 Ciutat Vella 08001  ,5
934,Holiday Inn London Wembley,Empire Way Wembley Brent  HA9 8DS ,1
935,Austria Trend Hotel Lassalle Wien,Engerthstra e 173 175 02 Leopoldstadt 1020  ,6
936,H10 Art Gallery 4 Sup,Enric Granados 62 64 Eixample 08008  ,5
937,Hotel Granados 83,Enrique Granados 83 Eixample 08008  ,5
938,Best Western PLUS Epping Forest,Epping Forest 30 Oak Hill  IG8 9NY ,1
939,NH Hesperia Barcelona del Mar,Espronceda 6 Sant Mart 08005  ,5
940,Novotel Amsterdam City,Europaboulevard 10 Zuideramstel 1083 AD  ,4
941,St Pancras Renaissance Hotel London,Euston Road Camden  NW1 2AR ,1
942,DoubleTree By Hilton London Excel,Excel 2 Festoon Way Royal Victoria Dock Newham  E16 1RH ,1
943,The Guesthouse Vienna,F hrichgasse 10 01 Innere Stadt 1010  ,6
944,Hotel Johann Strauss,Favoritenstra e 12 04 Wieden 1040  ,6
945,Hotel Mercure Wien Westbahnhof,Felberstra e 4 15 Rudolfsheim F nfhaus 1150  ,6
946,Savoy Hotel Amsterdam,Ferdinand Bolstraat 194 Oud Zuid 1072 LW  ,4
947,Hotel Okura Amsterdam,Ferdinand Bolstraat 333 Oud Zuid 1072 LH  ,4
948,Hotel Eitlj rg,Filmteichstra e 5 10 Favoriten 1100  ,6
949,Hotel V Fizeaustraat,Fizeaustraat 2 Oost 1097 SC  ,4
950,Mercure Wien Zentrum,Fleischmarkt 1a 01 Innere Stadt 1010  ,6
951,Best Western Premier Kaiserhof Wien,Frankenberggasse 10 04 Wieden 1040  ,6
952,FourSide Hotel Suites Vienna,Freytaggasse 25 27 21 Floridsdorf 1210  ,6
953,Millennium Copthorne Hotels at Chelsea Football Club,Fulham Road Stamford Bridge Hammersmith and Fulham  SW6 1HS ,1
954,IH Hotels Milano Ambasciatori,Galleria Del Corso 3  City Center 20122  ,3
955,Crowne Plaza Amsterdam South,George Gershwinlaan 101 Zuideramstel 1082 MT  ,4
956,Durrants Hotel,George Street Westminster Borough  W1H 5BJ ,1
957,Mercure Secession Wien,Getreidemarkt 5 06 Mariahilf 1060  ,6
958,Hotel Well and Come,Girona 158 Eixample 08037  ,5
959,City Hotel Deutschmeister,Gr nentorgasse 30 09 Alsergrund 1090  ,6
960,Ayre Hotel Gran V a,Gran V a de les Corts Catalanes 322 Sants Montju c 08004  ,5
961,Sunotel Central,Gran V a De Les Corts Catalanes 570 Eixample 08011  ,5
962,Silken Gran Hotel Havana,Gran V a de Les Corts Catalanes 647 Eixample 08010  ,5
963,Cotton House Hotel Autograph Collection,Gran V a de les Corts Catalanes 670 Eixample 08010  ,5
964,Hotel Vueling Bcn by HC,Gran Via 550 Eixample 08011  ,5
965,H10 Casanova,Gran Via 559 Eixample 08012  ,5
966,Avenida Palace,Gran Via 605 Eixample 08007  ,5
967,Acta Atrium Palace,Gran Via Corts Catalanes 656 Eixample 08010  ,5
968,Hotel Indigo Barcelona Plaza Catalunya,Gran Via de las Corts Catalanes 629 Eixample 08010  ,5
969,Catalonia Passeig de Gr cia 4 Sup,Gran Via de les Corts Catalanes 644 Eixample 08007  ,5
970,Hotel Palace GL,Gran Via de les Corts Catalanes 668 Eixample 08010  ,5
971,Grupotel Gran Via 678,Gran Via de les Corts Catalanes 678 Eixample 08010  ,5
972,Hotel Casa Bonay,Gran Via de les Corts Catalanes 700 Eixample 08010  ,5
973,The Cumberland A Guoman Hotel,Great Cumberland Place Westminster Borough  W1H 7DL ,1
974,FourSide Hotel Vienna City Center,Grieshofgasse 11 12 Meidling 1120  ,6
975,Hotel Vienna,Gro e Stadtgutgasse 31 02 Leopoldstadt 1020  ,6
976,London Marriott Hotel Grosvenor Square,Grosvenor Square Westminster Borough  W1K 6JP ,1
977,Rainers Hotel Vienna,Gudrunstra e 184 10 Favoriten 1100  ,6
978,Pol Grace Hotel,Guillem Tell 49 Sarri St Gervasi 08006  ,5
979,Austria Trend Hotel Bosei Wien,Gutheil Schoder Gasse 7B 10 Favoriten 1100  ,6
980,Pertschy Palais Hotel,Habsburgergasse 5 01 Innere Stadt 1010  ,6
981,Alma Boutique Hotel,Hafnersteig 7 01 Innere Stadt 1010  ,6
982,Flemings Mayfair,Half Moon Street Westminster Borough  W1J 7BH ,1
983,Hilton London Green Park,Half Moon Street Westminster Borough  W1J 7BN ,1
984,COMO The Halkin,Halkin Street Westminster Borough  SW1X 7DJ ,1
985,Four Seasons Hotel London at Park Lane,Hamilton Place Park Lane Westminster Borough  W1J 7DR ,1
986,Hilton Vienna Danube Waterfront,Handelskai 269 02 Leopoldstadt 1020  ,6
987,Hotel 55,Hanger Lane Ealing  W5 3HL ,1
988,The Harmonie Vienna,Harmoniegasse 5 7 09 Alsergrund 1090  ,6
989,Hotel Park Villa,Hasenauerstra e 12 19 D bling 1190  ,6
990,WestCord Fashion Hotel Amsterdam,Hendrikje Stoffelstraat 1 Slotervaart 1058 GC  ,4
991,The Hoxton Amsterdam,Herengracht 255  City Center 1016 BJ  ,4
992,Ambassade Hotel,Herengracht 341  City Center 1016 AZ  ,4
993,Banks Mansion All Inclusive Hotel,Herengracht 519 525  City Center 1017 BV  ,4
994,Waldorf Astoria Amsterdam,Herengracht 542 556  City Center 1017 CG  ,4
995,Senator Hotel Vienna,Hernalser Hauptstra e 105 17 Hernals 1170  ,6
996,Hotel J ger,Hernalser Hauptstra e 187 17 Hernals 1170  ,6
997,Steigenberger Hotel Herrenhof,Herrengasse 10 01 Innere Stadt 1010  ,6
998,Radisson Blu Style Hotel Vienna,Herrengasse 12 01 Innere Stadt 1010  ,6
999,Hilton Garden Inn Vienna South,Hertha Firnberg Stra e 5 10 Favoriten 1100  ,6
1000,Austria Trend Parkhotel Sch nbrunn Wien,Hietzinger Hauptstra e 10 14 13 Hietzing 1130  ,6
1001,Club Hotel Cortina,Hietzinger Hauptstra e 134 13 Hietzing 1130  ,6
1002,Arion Cityhotel Vienna und Appartements,Hintschiggasse 1 10 Favoriten 1100  ,6
1003,NH Amsterdam Museum Quarter,Hobbemakade 50 Oud Zuid 1071 XL  ,4
1004,Gartenhotel Altmannsdorf Hotel 1,Hoffingergasse 26 28 12 Meidling 1120  ,6
1005,Hilton London Kensington Hotel,Holland Park Avenue Kensington and Chelsea  W11 4UL ,1
1006,Hotel Mercure Wien City,Hollandstra e 3 02 Leopoldstadt 1020  ,6
1007,Courtyard by Marriott Amsterdam Arena Atlas,Hoogoorddreef 1 Zuidoost 1101 BA  ,4
1008,Holiday Inn Amsterdam Arena Towers,Hoogoorddreef 66 Zuidoost 1101 BE  ,4
1009,The Lanesborough,Hyde Park Corner Westminster Borough  SW1X 7TA ,1
1010,Amadi Panorama Hotel,Ijburglaan 539 Zeeburg 1087 BE  ,4
1011,Room Mate Aitana,IJdock 6  City Center 1013 MM  ,4
1012,DoubleTree by Hilton London Chelsea,Imperial Road Hammersmith and Fulham  SW6 2GA ,1
1013,Hotel G tico,Jaime I 14 Ciutat Vella 08002  ,5
1014,Hotel JL No76,Jan Luijkenstraat 76 Oud Zuid 1071 CT  ,4
1015,Bilderberg Hotel Jan Luyken,Jan Luykenstraat 58 Oud Zuid 1071 CS  ,4
1016,Gran Hotel Barcino,Jaume I 6 Ciutat Vella 08002  ,5
1017,Aparthotel Atenea Barcelona,Joan G ell 207 211 Les Corts 08028  ,5
1018,Mercure Hotel Amsterdam City South,Joan Muyskenweg 10 Oost 1096 CJ  ,4
1019,Am Spiegeln,Johann H rbiger Gasse 30 23 Liesing 1230  ,6
1020,Hotel Gallitzinberg,Johann Staud Stra e 32 16 Ottakring 1160  ,6
1021,InterContinental Wien,Johannesgasse 28 03 Landstra e 1030  ,6
1022,Dutch Design Hotel Artemis,John M Keynesplein 2 Slotervaart 1066 EP  ,4
1023,Mercure Josefshof Wien,Josefsgasse 4 6 08 Josefstadt 1080  ,6
1024,Fleming s Selection Hotel Wien City,Josefst dter Stra e 10 12 08 Josefstadt 1080  ,6
1025,Cordial Theaterhotel Wien,Josefst dter Stra e 22 08 Josefstadt 1080  ,6
1026,Vincci Bit,Josep Pla 69 Sant Mart 08019  ,5
1027,Hollmann Beletage Design Boutique,K llnerhofgasse 6 01 Innere Stadt 1010  ,6
1028,Hotel Bristol A Luxury Collection Hotel,K rntner Ring 1 01 Innere Stadt 1015  ,6
1029,Hotel Imperial A Luxury Collection Hotel,K rntner Ring 16 01 Innere Stadt 1015  ,6
1030,The Ring Vienna s Casual Luxury Hotel,K rntner Ring 8 01 Innere Stadt 1010  ,6
1031,Grand Hotel Wien,K rntner Ring 9 01 Innere Stadt 1010  ,6
1032,Hotel Ambassador,K rntner Stra e 22 01 Innere Stadt 1010  ,6
1033,Austria Trend Hotel Astoria Wien,K rntner Stra e 32 34 01 Innere Stadt 1010  ,6
1034,Austria Trend Hotel Europa Wien,K rntnerstra e 18 Eingang Neuer Markt 3 01 Innere Stadt 1010  ,6
1035,Hotel Schani Wien,Karl Popper Stra e 22 10 Favoriten 1100  ,6
1036,Ozo Hotel,Karspeldreef 2 Zuidoost 1101 CJ  ,4
1037,Renaissance Amsterdam Hotel,Kattengat 1  City Center 1012 SZ  ,4
1038,Canal House,Keizersgracht 148  City Center 1015 CX  ,4
1039,The Toren,Keizersgracht 164  City Center 1015 CZ  ,4
1040,The Dylan Amsterdam,Keizersgracht 384  City Center 1016 GB  ,4
1041,Great Northern Hotel A Tribute Portfolio Hotel London,King s Cross St Pancras International Station Pancras Road Camden  N1C 4TB ,1
1042,De Vere Devonport House,King William Walk Greenwich  SE10 9JW ,1
1043,K K Hotel Maria Theresia,Kirchberggasse 6 07 Neubau 1070  ,6
1044,Small Luxury Hotel Altstadt Vienna,Kirchengasse 41 07 Neubau 1070  ,6
1045,Der Wilhelmshof,Kleine Stadtgutgasse 4 02 Leopoldstadt 1020  ,6
1046,Park Plaza Vondelpark Amsterdam,Koninginneweg 34 36 Oud Zuid 1075 CZ  ,4
1047,Hotel Bagu s,La Rambla 105 Ciutat Vella 08002  ,5
1048,Hotel 1898,La Rambla 109 Ciutat Vella 08002  ,5
1049,Hotel Serhs Rivoli Rambla,La Rambla 128 Ciutat Vella 08002  ,5
1050,Eurostars Ramblas,La Rambla 22 24 Ciutat Vella 08002  ,5
1051,Hilton London Wembley,Lakeside Way Brent  HA9 0BU ,1
1052,Corus Hotel Hyde Park,Lancaster Gate Westminster Borough  W2 3LG ,1
1053,London Elizabeth Hotel,Lancaster Terrace Hyde Park Westminster Borough  W2 3PF ,1
1054,Lancaster London,Lancaster Terrace Westminster Borough  W2 2TY ,1
1055,Hotel Daniel Vienna,Landstra er G rtel 5 03 Landstra e 1030  ,6
1056,Eurostars Embassy,Landstra er Hauptstra e 120 03 Landstra e 1030  ,6
1057,BEST WESTERN PLUS Amedia Wien,Landstra er Hauptstra e 155 03 Landstra e 1030  ,6
1058,Mercure Grand Hotel Biedermeier Wien,Landstra er Hauptstra e 28 03 Landstra e 1030  ,6
1059,Hotel Rathaus Wein Design,Lange Gasse 13 08 Josefstadt 1080  ,6
1060,NH Collection Milano President,Largo Augusto 10  City Center 20122  ,3
1061,Hotel Dieci,Largo Rio de Janeiro 12 Citt Studi 20133  ,3
1062,Royal Ramblas,Las Ramblas 117 Ciutat Vella 08002  ,5
1063,Best Western Blue Tower Hotel,Leeuwendalersweg 21 Bos en Lommer 1055 JE  ,4
1064,Hampshire Hotel Amsterdam American,Leidsekade 97  City Center 1017 PN  ,4
1065,Ilunion Bel Art,Lepanto 406 Horta Guinard 08025  ,5
1066,25hours Hotel beim MuseumsQuartier,Lerchenfelder Stra e 1 3 07 Neubau 1070  ,6
1067,Hotel Topazz,Lichtensteg 3 01 Innere Stadt 1010  ,6
1068,Hampshire Hotel The Manor Amsterdam,Linnaeusstraat 89 Oost 1093 EK  ,4
1069,Hotel Kavalier,Linzer Stra e 165 14 Penzing 1140  ,6
1070,Ofelias Hotel 4 Sup,Llan 24 Eixample 08015  ,5
1071,Vincci Maritimo,Llull 340 Sant Mart 08019  ,5
1072,The Level at Melia Barcelona Sky,Lope de Vega 141 Sant Mart 08005  ,5
1073,Eurohotel Diagonal Port,Lope de Vega 4 Sant Mart 08005  ,5
1074,Hotel Derby,Loreto 21 25 Les Corts 08029  ,5
1075,Hotel Gran Derby Suites,Loreto 28 Les Corts 08029  ,5
1076,Jumeirah Lowndes Hotel,Lowndes Street Kensington and Chelsea  SW1X 9ES ,1
1077,Catalonia Magdalenes,Magdalenes 13 15 Ciutat Vella 08002  ,5
1078,Expo Hotel Barcelona,Mallorca 1 23 Sants Montju c 08014  ,5
1079,The Corner Hotel,Mallorca 178 Eixample 08036  ,5
1080,Best Western Premier Hotel Dante,Mallorca 181 Eixample 08036  ,5
1081,Hotel Balmes,Mallorca 216 Eixample 08008  ,5
1082,Alexandra Barcelona A DoubleTree by Hilton,Mallorca 251 Eixample 08008  ,5
1083,Alma Barcelona GL,Mallorca 269 271 Eixample 08008  ,5
1084,Room Mate Carla,Mallorca 288 Eixample 08037  ,5
1085,The Mandeville Hotel,Mandeville Place Westminster Borough  W1U 2BE ,1
1086,Hallmark Hotel London Chigwell Prince Regent,Manor Road  IG8 8AE ,1
1087,Upper Diagonal,Manuel Girona 7 21 Sarri St Gervasi 08034  ,5
1088,Falkensteiner Hotel Wien Margareten,Margareteng rtel 142 05 Margareten 1050  ,6
1089,Holiday Inn Vienna City,Margaretenstra e 53 05 Margareten 1050  ,6
1090,pentahotel Vienna,Margaretenstra e 92 05 Margareten 1050  ,6
1091,IntercityHotel Wien,Mariahilfer Stra e 122 Ecke Kaiserstra e 1 3 07 Neubau 1070  ,6
1092,Boutiquehotel Das Tyrol,Mariahilfer Stra e 15 06 Mariahilf 1060  ,6
1093,NH Wien City,Mariahilfer Stra e 32 34 07 Neubau 1070  ,6
1094,Hotel Corvinus,Mariahilfer Stra e 57 59 06 Mariahilf 1060  ,6
1095,NH Collection Wien Zentrum,Mariahilfer Stra e 78 07 Neubau 1070  ,6
1096,Aparthotel Mariano Cubi Barcelona,Mariano Cubi 62 64 Sarri St Gervasi 08006  ,5
1097,Hotel Arts Barcelona,Marina 19 21 08005  ,5
1098,Leonardo Hotel Vienna,Matrosengasse 6 8 06 Mariahilf 1060  ,6
1099,JUFA Hotel Wien,Mautner Markhof Gasse 50 11 Simmering 1110  ,6
1100,Golden Tulip Amsterdam West,Molenwerf 1 1014 AG  ,4
1101,Eurostars Grand Marina Hotel GL,Moll de  WTC Ciutat Vella 08039  ,5
1102,Pakat Suites Hotel,Mommsengasse 5 04 Wieden 1040  ,6
1103,Guitart Grand Passage,Muntaner 212 Eixample 08036  ,5
1104,Hotel Rekord,Muntaner 352 Sarri St Gervasi 08021  ,5
1105,Catalonia Barcelona 505,Muntaner 505 Sarri St Gervasi 08022  ,5
1106,Mercure Amsterdam Sloterdijk Station,Naritaweg 1 Westpoort 1043 BP  ,4
1107,DoubleTree by Hilton Hotel Amsterdam NDSM Wharf,Ndsm Plein 28  Noord 1033 WB  ,4
1108,Hotel V Nesplein,Nes 49  City Center 1012 KD  ,4
1109,Fleming s Conference Hotel Wien,Neubaug rtel 26 28 07 Neubau 1070  ,6
1110,ARCOTEL Wimberger,Neubaug rtel 34 36 07 Neubau 1070  ,6
1111,Hotel Schild,Neustift am Walde 97 99 19 D bling 1190  ,6
1112,Acta CITY47,Nicaragua 47 Sants Montju c 08029  ,5
1113,De L Europe Amsterdam,Nieuwe Doelenstraat 2 14  City Center 1012 CP  ,4
1114,NH Collection Amsterdam Doelen,Nieuwe Doelenstraat 24  City Center 1012 CP  ,4
1115,Hotel Die Port van Cleve,Nieuwezijds Voorburgwal 176 180  City Center 1012 SJ  ,4
1116,INK Hotel Amsterdam MGallery by Sofitel,Nieuwezijds Voorburgwal 67  City Center 1012 RE  ,4
1117,Inntel Hotels Amsterdam Centre,Nieuwezijdskolk 19  City Center 1012 PV  ,4
1118,Apex City Of London Hotel,No 1 Seething Lane City of   EC3N 4AX ,1
1119,Mercure Hotel Amsterdam Centre Canal District,Noorderstraat 46  City Center 1017 TV  ,4
1120,Onix Liceo,Nou de la Rambla 36 Ciutat Vella 08001  ,5
1121,Abba Sants,Numancia 32 Sants Montju c 08029  ,5
1122,NH Sants Barcelona,Numancia 74 Les Corts 08029  ,5
1123,COMO Metropolitan London,Old Park Lane Westminster Borough  W1K 1LB ,1
1124,Aloft London Excel,One Eastern Gateway Royal Victoria Dock Newham  E16 1FR ,1
1125,Ham Yard Hotel,One Ham Yard Westminster Borough  W1D 7DT ,1
1126,DoubleTree by Hilton Amsterdam Centraal Station,Oosterdoksstraat 4  City Center 1011 DK  ,4
1127,Das Opernring Hotel,Opernring 11 01 Innere Stadt 1010  ,6
1128,Exe Vienna,Ottakringer Stra e 34 36 17 Hernals 1170  ,6
1129,Mercure Hotel Amsterdam West,Oude Haagseweg 20 Slotervaart 1066 BW  ,4
1130,Luxury Suites Amsterdam,Oudeschans 75  City Center 1011 KW  ,4
1131,Sofitel Legend The Grand Amsterdam,Oudezijds Voorburgwal 197  City Center 1012 EX  ,4
1132,Sir Adam Hotel,Overhoeksplein 7  Noord 1031 KS  ,4
1133,Hotel Grums Barcelona,Palaud ries 26 Sants Montju c 08004  ,5
1134,Hotel Spa Villa Olimpica Suites,Pallars 121 125 Sant Mart 08018  ,5
1135,Sall s Hotel Pere IV,Pallars 128 130 Sant Mart 08018  ,5
1136,Hampton by Hilton Amsterdam Centre East,Panama Laan 188 196 Zeeburg 1019 AZ  ,4
1137,Hotel Beethoven Wien,Papagenogasse 6 06 Mariahilf 1060  ,6
1138,Roomz Vienna,Paragonstra e 1 11 Simmering 1110  ,6
1139,Silken Concordia,Paral lel 115 Sants Montju c 08004  ,5
1140,Grosvenor House A JW Marriott Hotel,Park Lane Westminster Borough  W1K 7TN ,1
1141,Hotel Am Parkring,Parkring 12 01 Innere Stadt 1010  ,6
1142,Vienna Marriott Hotel,Parkring 12a 01 Innere Stadt 1010  ,6
1143,H10 Port Vell 4 Sup,Pas de Sota Muralla 9 Ciutat Vella 08003  ,5
1144,Hotel Margot House,Paseo de Gracia 46 Eixample 08007  ,5
1145,Condes de Barcelona,Paseo de Gracia 73 Eixample 08008  ,5
1146,Monument Hotel,Paseo de Gracia 75 Eixample 08008  ,5
1147,Occidental Atenea Mar Adults Only,Paseo Garc a Faria 37 47 Sant Mart 08019  ,5
1148,Hotel Front Maritim,Paseo Garc a I Faria 69 71 Sant Mart 08019  ,5
1149,AC Hotel Barcelona Forum a Marriott Lifestyle Hotel,Paseo Taulat 278 Sant Mart 08019  ,5
1150,Duquesa de Cardona,Passeig Colom 12 Ciutat Vella 08002  ,5
1151,Hotel The Serras,Passeig de Colom 9 Ciutat Vella 08002  ,5
1152,Eurostars Bcn Design,Passeig de Gr cia 29 Eixample 08007  ,5
1153,Mandarin Oriental Barcelona,Passeig de Gr cia 38 40 Eixample 08007  ,5
1154,Hotel Casa Fuster G L Monumento,Passeig de Gracia 132 Gr cia 08008  ,5
1155,Sixtytwo Hotel,Passeig de Gracia 62 Eixample 08007  ,5
1156,Majestic Hotel Spa Barcelona GL,Passeig de Gracia 68 Eixample 08007  ,5
1157,Royal Passeig de Gracia,Passeig de Gracia 84 Eixample 08008  ,5
1158,K K Hotel Picasso,Passeig de Picasso 26 30 Ciutat Vella 08003  ,5
1159,AC Hotel Sants a Marriott Lifestyle Hotel,Passeig de Sant Antoni 36 40 Sants Montju c 08014  ,5
1160,Hilton Diagonal Mar Barcelona,Passeig del Taulat 262 264 Sant Mart 08019  ,5
1161,Hotel Palais Strudlhof,Pasteurgasse 1 09 Alsergrund 1090  ,6
1162,Renaissance Barcelona Hotel,Pau Clar s 122 Eixample 08009  ,5
1163,Claris Hotel Spa GL,Pau Claris 150 Eixample 08009  ,5
1164,H10 Casa Mimosa 4 Sup,Pau Claris 179 Eixample 08037  ,5
1165,Catalonia Ramblas 4 Sup,Pelai 28 Ciutat Vella 08002  ,5
1166,Hotel Midmost,Pelayo 14 Ciutat Vella 08001  ,5
1167,Arthotel ANA Westbahn,Pelzgasse 1 15 Rudolfsheim F nfhaus 1150  ,6
1168,The Rookery,Peters Lane Cowcross Street Islington  EC1M 6DS ,1
1169,Hotel Wandl,Petersplatz 9 01 Innere Stadt 1010  ,6
1170,Hotel Sacher Wien,Philharmoniker Stra e 4 01 Innere Stadt 1010  ,6
1171,ME Milan Il Duca,Piazza della Repubblica 13 Central Station 20124  ,3
1172,Hotel Principe Di Savoia,Piazza Della Repubblica 17 Central Station 20124  ,3
1173,The Westin Palace,Piazza della Repubblica 20 Central Station 20124  ,3
1174,Glam Milano,Piazza Duca D Aosta 4 6 Central Station 20124  ,3
1175,Excelsior Hotel Gallia Luxury Collection Hotel,Piazza Duca D Aosta 9 Central Station 20124  ,3
1176,Rosa Grand Milano Starhotels Collezione,Piazza Fontana 3  City Center 20122  ,3
1177,TownHouse 12,Piazza Gerusalemme 12 Sempione 20154  ,3
1178,Hotel Mozart,Piazza Gerusalemme 6 Sempione 20154  ,3
1179,Hotel Dei Cavalieri,Piazza Giuseppe Missori 1  City Center 20123  ,3
1180,Best Western Plus Hotel Galles,Piazza Lima 2 Central Station 20124  ,3
1181,Starhotels Anderson,Piazza Luigi di Savoia 20 Central Station 20124  ,3
1182,Hotel Michelangelo,Piazza Luigi di Savoia 6 Central Station 20124  ,3
1183,Hotel Mercure Milano Centro,Piazza Oberdan 12  City Center 20129  ,3
1184,NYX Milan,Piazza Quattro Novembre 3 Central Station 20124  ,3
1185,The Yard Milano,Piazza XXIV Maggio 8  City Center 20123  ,3
1186,Hotel Sunflower,Piazzale Lugano 10 Bovisa 20158  ,3
1187,Sheraton Grand London Park Lane,Piccadilly Westminster Borough  W1J 7BX ,1
1188,M venpick Hotel Amsterdam City Centre,Piet Heinkade 11 Zeeburg 1019 BR  ,4
1189,Silken Ramblas,Pintor Fortuny 13 Ciutat Vella 08001  ,5
1190,Duquesa Suites Barcelona,Pla a Antonio L pez 5 Ciutat Vella 08002  ,5
1191,Hotel SB Diagonal Zero Barcelona 4 Sup,Pla a de Llevant s n Sant Mart 08019  ,5
1192,Hotel DO Pla a Reial G L ,Pla a Reial 1 Ciutat Vella 08001  ,5
1193,W Barcelona,Pla a Rosa dels Vents 1 Passeig Joan de Borbo Ciutat Vella 08039  ,5
1194,H10 Urquinaona Plaza,Pla a Urquinaona 2 Eixample 08010  ,5
1195,Hotel du Louvre in the Unbound Collection by Hyatt,Place Andr Malraux 1st arr 75001  ,2
1196,W Paris Op ra,Place de l Op ra 4 rue Meyerbeer 9th arr 75009  ,2
1197,Hotel Miramar Barcelona GL,Plaza Carlos Iba ez 3 Sants Montju c 08038  ,5
1198,Olivia Plaza Hotel,Plaza de Catalunya 19 Ciutat Vella 08002  ,5
1199,Catalonia Barcelona Plaza,Plaza Espa a 6 8 Sants Montju c 08014  ,5
1200,Barcel Sants,Plaza Paisos Catalans s n Sants Montju c 08014  ,5
1201,London Marriott Maida Vale,Plaza Parade Camden  NW6 5RP ,1
1202,The Langham London,Portland Place Westminster Borough  W1B 1JA ,1
1203,The Ned,Poultry 27 City of   EC2R 8AJ ,1
